"","TYP_DIPL","DEGETU","CURSUS_LMD","RES"
"51099","XA",1,"L","N"
"51100","XA",3,"L","N"
"51101","XA",1,"L","N"
"51102","PF",4,"M","N"
"51103","CB",2,"L","O"
"51104","CY",1,"L","N"
"51105","XA",3,"L","O"
"51106","XA",1,"L","N"
"51107","CB",2,"L","O"
"51108","XA",1,"L","N"
"51109","XB",5,"M","O"
"51110","CY",1,"L","N"
"51112","XB",5,"M","O"
"51113","XB",4,"M","N"
"51114","XA",2,"L","N"
"51115","XA",2,"L","N"
"51116","01",3,"L","O"
"51117","XA",1,"L","N"
"51118","XA",1,"L","N"
"51119","XA",2,"L","N"
"51120","XA",2,"L","N"
"51121","PF",2,"M","N"
"51122","JD",6,"M","N"
"51123","CB",1,"L","N"
"51124","XA",1,"L","N"
"51125","XA",2,"L","N"
"51126","XA",2,"L","N"
"51127","FH",5,"M","N"
"51128","01",6,"M","O"
"51129","XA",1,"L","N"
"51130","DP",3,"L","O"
"51131","XA",2,"L","N"
"51133","XA",1,"L","N"
"51134","CB",2,"L","O"
"51135","CB",1,"L","N"
"51137","XA",2,"L","N"
"51138","PF",3,"M","N"
"51139","FH",4,"M","N"
"51140","JD",6,"M","N"
"51142","XA",2,"L","N"
"51143","CB",1,"L","N"
"51144","XA",2,"L","N"
"51145","01",3,"L","O"
"51146","01",3,"L","N"
"51147","XA",1,"L","N"
"51148","XA",1,"L","N"
"51150","XB",5,"M","O"
"51151","XA",2,"L","N"
"51152","CB",1,"L","N"
"51153","XA",2,"L","N"
"51154","CY",1,"L","N"
"51155","XA",3,"L","O"
"51156","XA",1,"L","N"
"51157","XA",1,"L","N"
"51158","XA",1,"L","N"
"51159","XB",5,"M","O"
"51160","XA",3,"L","O"
"51161","CB",1,"L","N"
"51162","XB",5,"M","O"
"51163","XA",1,"L","N"
"51164","IB",2,"M","N"
"51165","JD",6,"M","N"
"51166","XA",1,"L","N"
"51167","DP",3,"L","O"
"51168","XA",2,"L","N"
"51170","CY",1,"L","N"
"51171","CB",2,"L","O"
"51172","XA",2,"L","N"
"51173","XA",1,"L","N"
"51174","JD",6,"M","N"
"51175","XA",3,"L","O"
"51176","FN",4,"M","N"
"51177","DP",3,"L","O"
"51178","XB",5,"M","O"
"51179","XB",4,"M","N"
"51180","XB",4,"M","N"
"51181","CB",2,"L","O"
"51182","XA",1,"L","N"
"51183","XA",1,"L","N"
"51184","XA",1,"L","N"
"51185","FH",3,"M","N"
"51186","XB",5,"M","O"
"51187","XA",1,"L","N"
"51188","XA",1,"L","N"
"51189","XA",3,"L","O"
"51190","XA",3,"L","O"
"51191","DP",3,"L","O"
"51192","XA",2,"L","N"
"51193","CY",1,"L","N"
"51194","XA",1,"L","N"
"51195","XB",4,"M","N"
"51196","XB",5,"M","O"
"51197","DP",3,"L","O"
"51198","XA",2,"L","N"
"51199","XA",3,"L","O"
"51200","XA",3,"L","O"
"51201","XA",2,"L","N"
"51202","CY",1,"L","N"
"51203","XA",1,"L","N"
"51204","XB",5,"M","O"
"51205","FI",2,"M","N"
"51206","XB",5,"M","O"
"51207","CB",1,"L","N"
"51208","PF",2,"M","N"
"51209","01",6,"M","O"
"51210","XA",1,"L","N"
"51211","XA",1,"L","N"
"51212","XA",2,"L","N"
"51213","XA",2,"L","N"
"51214","XA",2,"L","N"
"51215","DP",3,"L","O"
"51216","XA",2,"L","N"
"51217","CB",2,"L","O"
"51218","XB",4,"M","N"
"51219","XA",2,"L","N"
"51220","XA",3,"L","O"
"51222","XA",2,"L","N"
"51223","XA",3,"L","O"
"51224","01",3,"L","O"
"51226","XA",2,"L","N"
"51227","XA",1,"L","N"
"51228","XA",3,"L","O"
"51229","XB",4,"M","N"
"51230","XB",4,"M","N"
"51231","XB",5,"M","O"
"51232","01",4,"M","O"
"51233","XB",5,"M","O"
"51234","XA",3,"L","O"
"51235","FH",6,"M","N"
"51236","FN",3,"M","N"
"51237","XB",4,"M","N"
"51239","PD",2,"L","N"
"51240","JD",6,"M","O"
"51241","XA",3,"L","O"
"51242","XA",2,"L","N"
"51243","XA",3,"L","O"
"51244","CB",2,"L","O"
"51245","XA",2,"L","N"
"51246","XA",2,"L","N"
"51247","DP",3,"L","O"
"51248","XB",4,"M","N"
"51249","JD",6,"M","O"
"51250","XA",3,"L","O"
"51251","XA",1,"L","N"
"51252","JD",6,"M","N"
"51253","XB",4,"M","N"
"51254","XB",4,"M","N"
"51255","IB",3,"M","N"
"51256","PM",2,"L","N"
"51257","XB",5,"M","O"
"51258","XB",4,"M","N"
"51259","01",2,"L","O"
"51260","01",6,"M","N"
"51261","XA",1,"L","N"
"51263","DP",3,"L","O"
"51264","XA",1,"L","N"
"51265","XA",2,"L","N"
"51266","IB",2,"M","N"
"51267","XB",5,"M","O"
"51268","CB",1,"L","N"
"51269","XA",2,"L","N"
"51271","XA",3,"L","O"
"51273","FI",4,"M","N"
"51274","DP",3,"L","O"
"51275","XA",3,"L","O"
"51276","XA",3,"L","O"
"51278","XA",1,"L","N"
"51279","DP",3,"L","O"
"51280","CY",1,"L","N"
"51282","IB",3,"M","N"
"51283","XA",1,"L","N"
"51284","XA",2,"L","N"
"51285","CY",1,"L","N"
"51286","XA",2,"L","N"
"51287","XA",2,"L","N"
"51289","UC",2,"L","O"
"51291","XA",1,"L","N"
"51292","CB",1,"L","N"
"51293","JD",6,"M","N"
"51294","DP",3,"L","N"
"51295","XA",3,"L","O"
"51296","XA",1,"L","N"
"51297","PE",5,"M","O"
"51298","XB",5,"M","O"
"51299","CY",1,"L","N"
"51300","CB",2,"L","O"
"51301","XA",3,"L","O"
"51302","XA",3,"L","O"
"51303","XB",4,"M","N"
"51304","XA",1,"L","N"
"51305","FH",3,"M","N"
"51306","XB",5,"M","O"
"51307","XB",5,"M","O"
"51308","XA",1,"L","N"
"51309","XA",3,"L","N"
"51310","XA",1,"L","N"
"51311","01",6,"M","O"
"51312","XA",2,"L","N"
"51314","01",4,"M","N"
"51315","XB",5,"M","O"
"51316","XA",2,"L","N"
"51317","XB",4,"M","N"
"51318","XA",1,"L","N"
"51319","XA",1,"L","N"
"51320","XB",5,"M","O"
"51321","PF",3,"M","N"
"51322","XB",5,"M","O"
"51323","01",6,"M","O"
"51324","PF",3,"M","N"
"51325","XB",5,"M","O"
"51326","01",4,"M","O"
"51327","XA",2,"L","N"
"51328","XA",3,"L","O"
"51329","XA",1,"L","N"
"51330","CB",1,"L","N"
"51331","CB",2,"L","O"
"51332","XA",3,"L","O"
"51333","XA",1,"L","N"
"51334","XB",5,"M","O"
"51335","MA",6,"M","N"
"51336","XA",1,"L","N"
"51337","CB",1,"L","N"
"51338","XA",3,"L","O"
"51339","XA",3,"L","O"
"51340","XA",1,"L","N"
"51341","CB",1,"L","N"
"51342","XB",4,"M","N"
"51343","JD",6,"M","N"
"51344","XB",5,"M","O"
"51345","XA",3,"L","O"
"51346","XA",2,"L","N"
"51347","XA",3,"L","O"
"51348","XB",5,"M","O"
"51349","CB",1,"L","N"
"51350","JD",6,"M","N"
"51351","CD",1,"L","N"
"51352","XA",3,"L","O"
"51353","XA",2,"L","N"
"51354","XA",1,"L","N"
"51355","XA",2,"L","N"
"51356","XA",3,"L","O"
"51357","CY",1,"L","N"
"51358","IB",6,"M","N"
"51359","XA",2,"L","N"
"51360","CB",1,"L","N"
"51361","XB",5,"M","O"
"51362","XB",5,"M","O"
"51363","XB",4,"M","N"
"51364","CY",1,"L","N"
"51365","XA",2,"L","N"
"51366","CB",1,"L","N"
"51367","01",6,"M","O"
"51368","XA",1,"L","N"
"51369","XB",4,"M","N"
"51370","CB",1,"L","N"
"51371","CB",2,"L","O"
"51372","CB",2,"L","O"
"51373","FI",1,"M","N"
"51374","IB",3,"M","N"
"51375","XA",1,"L","N"
"51377","XA",3,"L","N"
"51379","XA",2,"L","N"
"51380","IB",2,"M","N"
"51382","CB",1,"L","N"
"51384","CB",1,"L","N"
"51385","XA",2,"L","N"
"51386","FH",6,"M","N"
"51387","01",3,"L","O"
"51388","XB",4,"M","N"
"51389","CB",2,"L","O"
"51390","XA",2,"L","N"
"51391","XB",5,"M","N"
"51392","XA",1,"L","N"
"51393","FH",6,"M","N"
"51394","XB",4,"M","N"
"51395","XA",2,"L","N"
"51396","XB",5,"M","O"
"51397","CB",2,"L","O"
"51400","XB",4,"M","N"
"51401","CD",2,"L","O"
"51403","XB",4,"M","N"
"51404","XA",1,"L","N"
"51405","CB",1,"L","N"
"51406","PF",2,"M","N"
"51407","XA",1,"L","N"
"51408","XA",2,"L","N"
"51409","CB",2,"L","O"
"51410","XA",3,"L","O"
"51411","XA",3,"L","N"
"51412","XA",2,"L","N"
"51413","XB",5,"M","O"
"51414","FH",6,"M","O"
"51415","IB",3,"M","N"
"51416","XB",5,"M","O"
"51417","DP",3,"L","O"
"51418","XA",1,"L","N"
"51419","XB",5,"M","O"
"51420","XA",2,"L","N"
"51421","DP",3,"L","O"
"51422","XA",3,"L","O"
"51424","XB",4,"M","N"
"51425","DP",3,"L","N"
"51426","XA",1,"L","N"
"51427","XA",2,"L","N"
"51428","PF",2,"M","N"
"51429","XA",2,"L","N"
"51430","CY",1,"L","N"
"51431","XB",5,"M","O"
"51432","XB",5,"M","O"
"51433","XA",1,"L","N"
"51434","XA",2,"L","N"
"51435","XA",2,"L","N"
"51436","XA",3,"L","O"
"51437","CY",1,"L","N"
"51438","CY",1,"L","N"
"51439","01",2,"L","O"
"51440","DP",3,"L","O"
"51441","XA",1,"L","N"
"51442","JD",6,"M","O"
"51443","XB",4,"M","N"
"51444","XA",3,"L","O"
"51445","XB",5,"M","O"
"51446","XA",3,"L","O"
"51447","01",2,"L","O"
"51448","CB",1,"L","N"
"51449","XA",1,"L","N"
"51450","01",2,"L","O"
"51451","XA",1,"L","N"
"51452","XA",1,"L","N"
"51453","XA",1,"L","N"
"51454","01",0,"L","N"
"51455","XA",2,"L","N"
"51456","01",3,"L","N"
"51457","XA",1,"L","N"
"51458","CB",1,"L","N"
"51459","DP",3,"L","O"
"51460","CB",1,"L","N"
"51461","DP",3,"L","N"
"51462","XA",2,"L","N"
"51463","XB",4,"M","N"
"51464","IB",6,"M","N"
"51465","XA",1,"L","N"
"51466","XB",4,"M","N"
"51467","FH",6,"M","O"
"51468","XA",3,"L","O"
"51469","MA",6,"M","O"
"51470","FI",4,"M","N"
"51471","XA",3,"L","O"
"51472","XB",4,"M","N"
"51473","PM",1,"L","N"
"51474","XA",2,"L","N"
"51475","XB",5,"M","N"
"51476","XA",1,"L","N"
"51477","XA",2,"L","N"
"51479","CB",2,"L","O"
"51480","XA",1,"L","N"
"51481","01",3,"L","N"
"51482","XA",3,"L","O"
"51483","FH",6,"M","N"
"51484","01",3,"L","O"
"51485","XB",5,"M","N"
"51486","IB",6,"M","N"
"51487","DP",3,"L","O"
"51488","XA",2,"L","N"
"51489","XB",5,"M","O"
"51490","01",6,"M","N"
"51491","IB",3,"M","N"
"51492","DP",3,"L","N"
"51493","JD",6,"M","N"
"51494","XB",5,"M","O"
"51495","DP",3,"L","O"
"51496","CB",2,"L","N"
"51497","XA",2,"L","N"
"51498","XA",3,"L","O"
"51499","XA",1,"L","N"
"51500","XB",4,"M","N"
"51501","DP",3,"L","O"
"51502","XA",1,"L","N"
"51504","XA",1,"L","N"
"51505","XA",1,"L","N"
"51506","XA",1,"L","N"
"51507","01",3,"L","O"
"51509","XA",3,"L","O"
"51510","DP",3,"L","O"
"51511","XB",5,"M","O"
"51512","XB",4,"M","N"
"51513","CB",1,"L","N"
"51514","01",6,"M","O"
"51515","XB",4,"M","N"
"51516","XA",2,"L","N"
"51517","XB",4,"M","N"
"51518","CB",1,"L","N"
"51519","XA",1,"L","N"
"51521","XA",1,"L","N"
"51522","XA",1,"L","N"
"51523","XA",3,"L","N"
"51524","PF",2,"M","N"
"51525","JD",6,"M","O"
"51526","PM",3,"L","N"
"51527","XB",4,"M","N"
"51528","CB",2,"L","O"
"51529","JD",6,"M","N"
"51531","01",5,"M","O"
"51532","CY",1,"L","N"
"51533","FI",3,"M","N"
"51534","XA",2,"L","N"
"51535","JD",6,"M","N"
"51536","XA",2,"L","N"
"51537","XA",3,"L","O"
"51539","XA",2,"L","N"
"51540","XA",2,"L","N"
"51542","XA",3,"L","O"
"51543","XB",5,"M","O"
"51544","01",3,"L","O"
"51546","XA",2,"L","N"
"51547","XA",2,"L","N"
"51548","XA",2,"L","N"
"51549","FH",6,"M","N"
"51550","XB",4,"M","N"
"51551","FH",3,"M","N"
"51552","JD",6,"M","N"
"51553","CB",1,"L","N"
"51554","FN",3,"M","N"
"51555","IB",5,"M","N"
"51556","XA",1,"L","N"
"51557","XA",1,"L","N"
"51558","XA",1,"L","N"
"51559","XA",1,"L","N"
"51560","CY",1,"L","N"
"51561","IB",3,"M","N"
"51562","CY",1,"L","N"
"51563","XB",4,"M","N"
"51564","XB",5,"M","N"
"51565","CB",2,"L","O"
"51566","XA",2,"L","N"
"51567","XA",2,"L","N"
"51568","XA",3,"L","O"
"51569","FH",6,"M","N"
"51570","XA",3,"L","O"
"51571","JD",6,"M","N"
"51572","XA",2,"L","N"
"51573","XA",1,"L","N"
"51574","XA",1,"L","N"
"51575","XB",5,"M","O"
"51577","XA",1,"L","N"
"51578","XA",2,"L","N"
"51579","XB",4,"M","N"
"51580","FN",4,"M","N"
"51581","PG",1,"L","N"
"51582","PE",3,"M","N"
"51583","XA",3,"L","N"
"51584","XA",2,"L","N"
"51585","PE",2,"M","N"
"51586","XB",5,"M","O"
"51587","FH",3,"M","N"
"51588","XB",4,"M","N"
"51589","01",5,"M","N"
"51590","DP",3,"L","O"
"51591","IB",3,"M","N"
"51592","XA",1,"L","N"
"51593","XA",1,"L","N"
"51594","XA",1,"L","N"
"51595","CB",2,"L","O"
"51596","XA",3,"L","O"
"51598","XB",4,"M","N"
"51599","CY",1,"L","N"
"51600","XA",1,"L","N"
"51601","DP",3,"L","O"
"51602","XB",5,"M","N"
"51603","PF",5,"M","O"
"51604","XA",1,"L","N"
"51605","XA",1,"L","N"
"51606","XA",1,"L","N"
"51607","XA",3,"L","O"
"51608","XA",1,"L","N"
"51609","XA",1,"L","N"
"51610","XA",1,"L","N"
"51611","IB",6,"M","N"
"51612","XB",4,"M","N"
"51613","XA",3,"L","O"
"51614","XA",3,"L","O"
"51615","XA",3,"L","O"
"51616","CY",1,"L","N"
"51617","IB",6,"M","N"
"51618","DP",3,"L","O"
"51619","XA",3,"L","N"
"51620","JD",6,"M","N"
"51621","XB",5,"M","O"
"51622","XA",1,"L","N"
"51623","XA",2,"L","N"
"51624","CY",1,"L","N"
"51625","XB",4,"M","N"
"51626","CB",2,"L","O"
"51627","CB",1,"L","N"
"51628","XB",4,"M","N"
"51629","XA",1,"L","N"
"51630","IB",3,"M","N"
"51631","XA",1,"L","N"
"51632","XB",5,"M","O"
"51633","XA",1,"L","N"
"51634","CB",1,"L","N"
"51635","CB",2,"L","O"
"51637","DP",3,"L","O"
"51638","XA",3,"L","N"
"51640","FI",4,"M","N"
"51641","XA",1,"L","N"
"51642","FN",3,"M","N"
"51643","DP",3,"L","O"
"51644","XA",3,"L","O"
"51645","XA",1,"L","N"
"51646","01",6,"M","O"
"51647","XA",3,"L","O"
"51648","IB",2,"M","N"
"51649","XA",2,"L","N"
"51651","XA",1,"L","N"
"51652","01",6,"M","N"
"51653","CB",1,"L","N"
"51654","XB",4,"M","N"
"51655","01",3,"L","N"
"51656","XA",1,"L","N"
"51657","XA",1,"L","N"
"51658","IB",6,"M","N"
"51659","CB",1,"L","N"
"51660","XB",5,"M","O"
"51661","DP",3,"L","O"
"51662","XA",1,"L","N"
"51663","XB",5,"M","O"
"51664","FE",3,"M","N"
"51665","XB",4,"M","N"
"51666","XA",2,"L","N"
"51667","PF",4,"M","N"
"51668","01",4,"M","N"
"51669","XB",5,"M","N"
"51670","XA",1,"L","N"
"51671","DP",3,"L","O"
"51672","CB",2,"L","O"
"51673","XA",1,"L","N"
"51674","CB",2,"L","O"
"51675","XA",1,"L","N"
"51676","XB",5,"M","O"
"51677","XB",4,"M","N"
"51678","FN",5,"M","O"
"51679","CB",1,"L","N"
"51681","XA",1,"L","N"
"51682","XB",5,"M","N"
"51683","XA",1,"L","N"
"51684","XA",1,"L","N"
"51685","XB",5,"M","O"
"51686","XA",2,"L","N"
"51687","XB",5,"M","N"
"51688","FH",6,"M","O"
"51689","XA",1,"L","N"
"51690","XA",3,"L","O"
"51691","XA",3,"L","N"
"51692","DP",3,"L","O"
"51693","01",6,"M","N"
"51694","PF",2,"M","N"
"51695","XA",1,"L","N"
"51696","XB",4,"M","N"
"51697","XA",3,"L","O"
"51698","XA",1,"L","N"
"51699","CY",1,"L","N"
"51700","XA",3,"L","O"
"51701","XA",1,"L","N"
"51703","XA",1,"L","N"
"51704","CB",2,"L","O"
"51705","XA",1,"L","N"
"51706","XA",1,"L","N"
"51707","XA",2,"L","N"
"51708","XA",1,"L","N"
"51709","XA",2,"L","N"
"51710","XA",3,"L","O"
"51711","XA",1,"L","N"
"51712","DP",3,"L","O"
"51713","XA",2,"L","N"
"51714","XA",1,"L","N"
"51715","DP",3,"L","O"
"51716","XB",5,"M","N"
"51717","XA",1,"L","N"
"51718","CB",2,"L","O"
"51719","DP",3,"L","N"
"51720","XA",2,"L","N"
"51721","IB",2,"M","N"
"51722","XB",5,"M","O"
"51723","DP",3,"L","O"
"51724","XB",5,"M","O"
"51725","XB",4,"M","N"
"51726","XA",1,"L","N"
"51727","XA",1,"L","N"
"51728","CB",1,"L","N"
"51729","XA",1,"L","N"
"51730","XA",2,"L","N"
"51731","XA",1,"L","N"
"51732","XA",3,"L","O"
"51733","FE",4,"M","N"
"51734","XB",4,"M","N"
"51735","XA",3,"L","N"
"51736","FE",5,"M","O"
"51737","XB",5,"M","O"
"51738","CB",2,"L","O"
"51739","01",6,"M","N"
"51740","XA",2,"L","N"
"51741","IB",2,"M","N"
"51742","XA",3,"L","O"
"51743","XB",4,"M","N"
"51744","XA",1,"L","N"
"51745","XA",1,"L","N"
"51746","XA",3,"L","O"
"51747","XA",1,"L","N"
"51748","XB",5,"M","N"
"51749","XA",1,"L","N"
"51750","CY",1,"L","N"
"51752","XA",1,"L","N"
"51753","DP",3,"L","O"
"51754","XB",4,"M","N"
"51755","PE",4,"M","N"
"51756","XA",2,"L","N"
"51757","XA",1,"L","N"
"51758","DP",3,"L","N"
"51759","01",2,"L","O"
"51760","XA",3,"L","O"
"51761","XA",3,"L","N"
"51762","CB",2,"L","O"
"51763","CB",2,"L","O"
"51764","DP",3,"L","O"
"51765","CB",1,"L","N"
"51766","XB",4,"M","N"
"51767","XA",2,"L","N"
"51768","CY",1,"L","N"
"51769","XA",1,"L","N"
"51770","XB",4,"M","N"
"51771","XA",1,"L","N"
"51772","XA",2,"L","N"
"51773","XA",1,"L","N"
"51774","CB",1,"L","N"
"51775","XA",3,"L","O"
"51776","XA",3,"L","O"
"51778","XB",5,"M","O"
"51779","PE",4,"M","N"
"51780","PF",4,"M","N"
"51781","XA",1,"L","N"
"51782","XB",5,"M","N"
"51783","CB",2,"L","O"
"51784","XA",1,"L","N"
"51785","XA",1,"L","N"
"51786","XA",2,"L","N"
"51787","FI",5,"M","O"
"51788","CB",1,"L","N"
"51789","XA",2,"L","N"
"51790","XB",5,"M","O"
"51791","XB",5,"M","O"
"51792","CB",2,"L","O"
"51793","01",2,"L","O"
"51794","FH",5,"M","N"
"51795","XB",5,"M","O"
"51796","PD",1,"L","N"
"51797","JD",6,"M","N"
"51798","XA",1,"L","N"
"51799","CB",2,"L","O"
"51800","FH",5,"M","N"
"51801","CY",1,"L","N"
"51802","XA",1,"L","N"
"51804","XA",2,"L","N"
"51805","PE",3,"M","N"
"51806","XB",4,"M","N"
"51807","XA",2,"L","N"
"51808","XA",2,"L","N"
"51809","XA",2,"L","N"
"51810","XA",2,"L","N"
"51811","XA",2,"L","N"
"51812","01",6,"M","N"
"51813","XA",2,"L","N"
"51814","XB",4,"M","N"
"51815","PG",2,"L","N"
"51816","JD",6,"M","O"
"51817","JD",6,"M","N"
"51818","CY",1,"L","N"
"51819","CB",1,"L","N"
"51821","CB",2,"L","O"
"51822","XB",4,"M","N"
"51823","XA",1,"L","N"
"51824","XA",3,"L","N"
"51825","XA",2,"L","N"
"51826","CB",2,"L","O"
"51827","XB",5,"M","N"
"51828","FE",4,"M","N"
"51829","XB",4,"M","N"
"51830","XB",4,"M","N"
"51831","XA",1,"L","N"
"51832","XA",2,"L","N"
"51833","CB",1,"L","N"
"51834","CY",1,"L","N"
"51835","PF",3,"M","N"
"51836","XB",5,"M","O"
"51837","XB",4,"M","N"
"51838","XA",3,"L","O"
"51839","PF",2,"M","N"
"51840","CY",1,"L","N"
"51841","FH",6,"M","N"
"51842","XA",1,"L","N"
"51843","01",3,"L","O"
"51844","XB",4,"M","N"
"51845","CB",2,"L","O"
"51846","XB",4,"M","N"
"51847","XA",2,"L","N"
"51848","CB",2,"L","O"
"51849","01",3,"L","O"
"51850","XA",1,"L","N"
"51851","XA",2,"L","N"
"51852","XB",5,"M","O"
"51853","XA",1,"L","N"
"51854","XB",4,"M","N"
"51855","CB",2,"L","O"
"51856","XA",3,"L","O"
"51857","XB",5,"M","O"
"51858","PG",1,"L","N"
"51859","01",6,"M","N"
"51860","XA",2,"L","N"
"51861","IB",6,"M","N"
"51862","FH",3,"M","N"
"51863","XB",4,"M","N"
"51864","XA",1,"L","N"
"51865","JD",6,"M","N"
"51866","DP",3,"L","O"
"51867","XA",3,"L","O"
"51868","XB",4,"M","N"
"51869","XB",4,"M","N"
"51870","01",3,"L","O"
"51871","DP",3,"L","N"
"51872","XA",1,"L","N"
"51873","CB",1,"L","N"
"51874","FH",4,"M","N"
"51875","XB",4,"M","N"
"51876","XA",1,"L","N"
"51877","XA",1,"L","N"
"51878","XB",5,"M","O"
"51879","PG",2,"L","N"
"51880","FH",6,"M","O"
"51881","XA",3,"L","O"
"51882","XA",1,"L","N"
"51883","XB",5,"M","O"
"51885","XA",3,"L","O"
"51886","XA",3,"L","O"
"51887","01",3,"L","O"
"51888","XA",3,"L","O"
"51889","XA",1,"L","N"
"51890","CY",1,"L","N"
"51891","DP",3,"L","O"
"51892","XB",5,"M","O"
"51893","XB",5,"M","N"
"51894","XB",5,"M","O"
"51895","CY",1,"L","N"
"51896","XA",1,"L","N"
"51897","XA",1,"L","N"
"51898","XA",1,"L","N"
"51899","XA",3,"L","O"
"51900","CB",2,"L","N"
"51901","CB",1,"L","N"
"51902","XB",4,"M","N"
"51903","XB",4,"M","N"
"51904","XA",1,"L","N"
"51905","XA",1,"L","N"
"51906","JD",6,"M","O"
"51908","XA",2,"L","N"
"51909","XB",5,"M","O"
"51910","CB",2,"L","O"
"51912","FE",3,"M","N"
"51913","FN",5,"M","O"
"51914","XA",1,"L","N"
"51915","XA",1,"L","N"
"51916","XA",1,"L","N"
"51917","CB",1,"L","N"
"51918","XA",1,"L","N"
"51919","CB",1,"L","N"
"51920","PF",3,"M","N"
"51921","XA",3,"L","O"
"51922","XA",3,"L","O"
"51923","DP",3,"L","O"
"51924","XB",5,"M","O"
"51925","XA",3,"L","O"
"51926","XA",3,"L","O"
"51927","FI",2,"M","N"
"51928","CB",2,"L","O"
"51929","IB",4,"M","N"
"51930","FI",1,"M","N"
"51931","IB",4,"M","N"
"51932","XB",4,"M","N"
"51933","XA",3,"L","O"
"51934","XA",2,"L","N"
"51935","XA",2,"L","N"
"51936","XB",4,"M","N"
"51937","XA",2,"L","N"
"51938","XB",4,"M","N"
"51939","CB",1,"L","N"
"51940","XA",2,"L","N"
"51942","FH",2,"M","N"
"51943","XA",3,"L","O"
"51944","XB",4,"M","N"
"51945","XA",1,"L","N"
"51946","XB",5,"M","O"
"51947","XA",1,"L","N"
"51948","CB",2,"L","O"
"51949","IB",6,"M","N"
"51950","XB",4,"M","N"
"51951","01",3,"L","O"
"51953","XA",3,"L","O"
"51954","XA",2,"L","N"
"51955","XB",5,"M","O"
"51956","XA",2,"L","N"
"51957","XA",2,"L","N"
"51958","XA",1,"L","N"
"51959","XA",2,"L","N"
"51960","XA",3,"L","O"
"51961","XB",4,"M","N"
"51962","CB",2,"L","O"
"51963","XB",5,"M","O"
"51964","DP",3,"L","O"
"51965","CB",2,"L","O"
"51966","FE",3,"M","N"
"51967","XA",2,"L","N"
"51968","CY",1,"L","N"
"51969","CB",1,"L","N"
"51970","CB",1,"L","N"
"51971","XB",4,"M","N"
"51973","XA",3,"L","O"
"51974","CB",2,"L","O"
"51975","PF",3,"M","N"
"51976","XB",4,"M","N"
"51977","XA",1,"L","N"
"51978","XB",5,"M","O"
"51979","XA",1,"L","N"
"51980","XB",5,"M","O"
"51981","XA",1,"L","N"
"51982","XB",4,"M","N"
"51983","XA",2,"L","N"
"51984","XA",1,"L","N"
"51985","XA",3,"L","O"
"51986","FI",1,"M","N"
"51987","PM",3,"L","N"
"51988","CD",2,"L","O"
"51989","XA",1,"L","N"
"51990","XB",5,"M","O"
"51991","XB",5,"M","O"
"51992","IB",6,"M","N"
"51993","01",3,"L","O"
"51994","FN",4,"M","N"
"51995","CB",1,"L","N"
"51996","XA",3,"L","O"
"51997","JD",6,"M","N"
"51998","XB",4,"M","N"
"51999","CY",1,"L","N"
"52000","IB",2,"M","N"
"52001","JD",6,"M","O"
"52002","JD",6,"M","N"
"52003","XB",4,"M","N"
"52004","FH",3,"M","N"
"52005","XA",2,"L","N"
"52006","XA",1,"L","N"
"52007","XB",5,"M","O"
"52008","JD",6,"M","O"
"52009","CY",1,"L","N"
"52010","FN",3,"M","N"
"52011","XB",4,"M","N"
"52012","XA",3,"L","O"
"52013","XA",3,"L","O"
"52014","PF",2,"M","N"
"52015","XA",2,"L","N"
"52016","XA",2,"L","N"
"52017","XA",2,"L","N"
"52018","CB",1,"L","N"
"52019","XA",2,"L","N"
"52020","XA",3,"L","O"
"52021","CB",2,"L","O"
"52022","XA",1,"L","N"
"52023","XB",5,"M","O"
"52024","CB",1,"L","N"
"52025","IB",2,"M","N"
"52026","XB",4,"M","N"
"52027","PF",2,"M","N"
"52028","JD",6,"M","N"
"52029","IB",6,"M","N"
"52030","JD",6,"M","N"
"52031","01",4,"M","O"
"52032","CY",1,"L","N"
"52033","XA",2,"L","N"
"52035","DP",3,"L","O"
"52036","XA",2,"L","N"
"52037","XA",3,"L","O"
"52038","XA",2,"L","N"
"52039","CB",1,"L","N"
"52040","CY",1,"L","N"
"52041","FH",4,"M","N"
"52042","FH",4,"M","N"
"52043","XA",3,"L","O"
"52044","XA",1,"L","N"
"52045","XB",5,"M","O"
"52046","CB",2,"L","O"
"52047","PF",3,"M","N"
"52048","XA",3,"L","O"
"52049","XA",1,"L","N"
"52050","CB",2,"L","N"
"52051","PF",3,"M","N"
"52052","XA",2,"L","N"
"52053","CY",1,"L","N"
"52054","CB",1,"L","N"
"52055","UA",0,"L","N"
"52056","CB",2,"L","O"
"52057","JD",6,"M","N"
"52058","XA",1,"L","N"
"52059","XB",4,"M","N"
"52060","JD",6,"M","O"
"52061","XB",4,"M","N"
"52062","XB",5,"M","O"
"52063","XB",5,"M","O"
"52064","XA",2,"L","N"
"52065","XA",1,"L","N"
"52066","XB",5,"M","O"
"52067","FH",3,"M","N"
"52068","01",3,"L","O"
"52069","XA",1,"L","N"
"52070","XB",4,"M","N"
"52071","XA",2,"L","N"
"52072","FN",5,"M","O"
"52073","XA",1,"L","N"
"52074","XA",1,"L","N"
"52075","XA",1,"L","N"
"52076","XA",3,"L","O"
"52077","FH",4,"M","N"
"52080","FN",4,"M","N"
"52081","XA",1,"L","N"
"52082","XA",1,"L","N"
"52083","DP",3,"L","O"
"52084","FH",3,"M","N"
"52085","XA",1,"L","N"
